lemma,count
богӏонацӏ,3
божкъел,3
боксёрлъи,3
бокӏонбитӏараб,3
боркьизабизе,3
борохьмахӏаб,3
борти,3
борхьал,3
борцаро,3
борчӏи,3
босаро,3
ботаниклъи,3
ботӏрокъ,3
ботӏрокъав,3
ботӏрокълъи,3
ботӏролччукӏи,3
ботӏротӏекӏанцӏ,3
бох-квер,3
бох-ратӏа,3
бохижал,3
боцманлъи,3
боцӏи-мал,3
бош,3
бошлъи,3
бугъунгьобол,3
бугьи,3
букъарухъан,3
букъи,3
букъун-баккун,3
бурдул,3
буртӏицӏазан,3
буртӏичехь,3
бурчахъ,3
бурчахъчурпа,3
бурятав,3
бурятиялъулаб,3
бусурманлъи,3
бутихьин,3
бутӏадулал,3
бутӏуцӏин,3
бухьинабизе,3
бухӏаражо,3
бухӏунтӏатӏи,3
бухӏунчӏагӏа,3
бухӏунчӏикӏ,3
буцӏура,3
буцӏцӏин,3
бучӏенчӏахӏатӏ,3
буъбуиялда,3
вагъгъан,3
вагьабияв,3
вагьабиязулаб,3
вагьабияй,3
вагьабиял,3
вакьина,3
валимахӏав,3
вархӏалъи,3
вархӏаяб,3
варшавгӏарац,3
васвасчилъи,3
васлъи,3
вассалам,3
ватӏанбич,3
ватӏанцоял,3
ваххан,3
велъарухъан,3
венгрияв,3
венгриялъулаб,3
вессарухъанлъи,3
ветеранлъи,3
вийгь,3
витру,3
виш-викь,3
воре-гьа,3
воржарухъанлъи,3
ворчӏухъанлъи,3
вугӏаро,3
вуйгь,3
вукъунвакк,3
вуцӏарухъан,3
вьетнамалъулаб,3
габургьорой,3
габуркъотӏад,3
габуркӏичӏ,3
габуртӏерен,3
габурхалат,3
габурчӏегӏер,3
гагакватӏ,3
газа-бел,3
гала-чӏвали,3
галам,3
галгъазабизе,3
гамаг,3
ганабичӏер,3
гандури,3
гара-чӏвари,3
гаргади,3
гарзаба,3
гвагӏ-гвагӏараб,3
геж,3
гезераби,3
гелеза,3
гендур,3
географлъи,3
геологлъи,3
герец,3
геройлъи,3
гидросамолёт,3
гири,3
гожаби,3
голландиялъулаб,3
гонгал,3
гордал-нуцӏби,3
гордибер,3
грекав,3
грециялъулаб,3
грузчиклъи,3
губерниялъул,3
гугарухъанлъи,3
гуккугӏеч,3
гуккутӏегь,3
гураби,3
гуржистаналъулаб,3
гурул,3
гурхӏундай,3
гучдакъаб,3
гъабударекӏ,3
гъабулъим,3
гъабутӏамах,3
гъабуэргъени,3
гъадибер,3
гъадигӏеч,3
гъадиквачӏ,3
гъадиражи,3
гъадицӏам,3
гъайб,3
гъайбаб,3
гъайн,3
гъалалбагӏар,3
гъалалхалат,3
гъалалчӏегӏер,3
гъамгъакь,3
гъанигъун,3
гъанкъ,3
гъаплат,3
гъапул,3
гъараман,3
гъаранпил,3
гъаранхер,3
гъарачихъан,3
гъараш,3
гъарб,3
гъардали,3
гъарзун,3
гъару,3
гъатаб,3
гъваб,3
гъванси,3
гъвари-мегьед,3
гъегъхӏалаб,3
гъеж-квер,3
гъиздирма,3
гъизигъуран,3
гъизик,3
гъира-цӏаялда,3
гъобаб,3
гъодин,3
гъорзел,3
гъоркьан-тӏасан,3
гъоркьанпартал,3
гъоркьисалъагӏан,3
гъоркькьибил,3
гъорлъанбакк,3
гъохӏодин,3
гъудул,3
гъул-гъараваш,3
гъулден,3
гъумхӏалаб,3
гъункарлъи,3
гъунчӏван,3
гъурва,3
гъуцӏгъуцӏ,3
гьабаб,3
гьабали,3
гьабирукъ,3
гьабудизаби,3
гьавицадахъал,3
гьаглъи,3
гьагмахӏав,3
гьазул,3
гьакибурдул,3
гьали,3
гьан-нах,3
гьанамахӏ,3
гьанжесаги,3
гьанибги-добаги,3
гьанкӏалакӏал,3
гьанкӏи,3
гьаракь-квара,3
гьаргьади,3
гьардарав-дахӏалав,3
гьари-мадад,3
гьарисур,3
гьарс,3
гьартараб,3
гьатӏаналде,3
гьатӏаналъ,3
гьахь,3
гьвел,3
гьвелгӏеч,3
гьвелкари,3
гьвелмичӏ,3
гьвелхер,3
гьвелцӏибил,3
гьебщинаб,3
гьегьмахӏаб,3
гьезего,3
гьека-гьунщиялда,3
гьекъел-мехтел,3
гьересичилъи,3
гьеси,3
гьеси-гьеси,3
гьетӏзаз,3
гьецӏо-хӏарщ,3
гьибигьун,3
гьикъ-бакъ,3
гьиналъул,3
гьинтах,3
гьитӏи-бикъинаб,3
гьитӏихӏинаб,3
гьобол-гьудул,3
гьоболаб,3
гьодбекад,3
гьодор,3
гьойгьве,3
гьоко-оцал,3
гьокочӏужу,3
гьол,3
гьолозаз,3
гьоркьо-кьороб,3
гьоцӏо-нах,3
гьоцӏогени,3
гьоцӏозаз,3
гьоцӏокӏал,3
гьоцӏохӏалаб,3
гьугъубеле,3
гьудубеле,3
гьуингӏеч,3
гьуламаргъал,3
гьундугьа,3
гьургьур,3
гьури-квач,3
гьури-цӏад,3
гӏабигӏо,3
гӏабкӏал,3
гӏабули,3
гӏагарлъи-тухум,3
гӏагилдахъ,3
гӏагӏай,3
гӏададакъад,3
гӏададахалат,3
гӏадаллъи-гьаглъи,3
гӏаданлъи-яхӏ,3
гӏадго,3
гӏадияб,3
гӏажаиблъи-хӏикмалъи,3
гӏаздакълъи,3
гӏазул,3
гӏайн,3
гӏака-бече,3
гӏака-хӏама,3
гӏакабечӏчӏ,3
гӏакакьара,3
гӏакаяб,3
гӏакъилго,3
гӏакъиллъи,3
гӏакълучилъи,3
гӏакълучӏужу,3
гӏаламатго,3
гӏалаяб,3
гӏалхул,3
гӏамалберцинлъи,3
гӏамаликъ,3
гӏамусди,3
гӏандархьа,3
гӏанкӏ-цер,3
гӏанкӏихер,3
гӏанчӏго,3
гӏанчӏлъи,3
гӏарадачилъи,3
гӏарасат,3
гӏарацхер,3
гӏарза-марза,3
гӏарчалаби,3
гӏасигӏарабияв,3
гӏасигӏарабияй,3
гӏасигӏарабиял,3
гӏатӏилъи,3
гӏахьаб,3
гӏачӏаргӏака,3
гӏачӏарцӏахх,3
гӏачӏичӏа,3
гӏащтӏичилъи,3
гӏебсарикьи,3
гӏебсахун,3
гӏебучӏучӏу,3
гӏедегӏахъди,3
гӏедегӏун,3
гӏей-гӏунгутӏи,3
гӏелечӏаб,3
гӏелечӏараб,3
гӏелилай,3
гӏелилал,3
гӏелцояв,3
гӏелцояй,3
гӏелцоял,3
гӏенщули,3
гӏер-мокъ,3
гӏеркъитӏакӏус,3
гӏермалик,3
гӏетӏ-ратӏалда,3
гӏечхер,3
гӏинккунбач,3
гӏинтӏацӏодор,3
гӏинтӏацӏодорлъи,3
гӏипритжен,3
гӏиракъав,3
гӏиракъал,3
гӏисинмичӏ,3
гӏисинпанкъ,3
гӏисинчӏимих,3
гӏишкъуяб,3
гӏобилкьераб,3
гӏогӏохит,3
гӏодоббахӏарчилъи,3
гӏодобмина,3
гӏодобцӏекӏва,3
гӏокӏоро,3
гӏолохъанчилъи,3
гӏонкӏкӏополох,3
гӏонкӏкӏорачӏ,3
гӏонкӏкӏотӏех,3
гӏорбахал,3
гӏоржубай,3
гӏоркьхалат,3
гӏорто-сахӏ,3
гӏосохер,3
гӏубугӏ,3
гӏуждаллъи,3
гӏужихъанлъи,3
гӏунцараб,3
гӏурдаллъи,3
гӏурусазулаб,3
гӏурустӏин,3
гӏурччен,3
гӏурччингобарщ,3
гӏурччинтӏогьилаб,3
гӏус-ца,3
гӏусманиял,3
гӏуццмахӏаб,3
гӏуцӏа-кӏутӏараб,3
гӏучӏ-къул,3
гӏучӏ-мичӏил,3
давладулав,3
дагъ,3
дагъистаналъулаб,3
дагӏбади,3
дагӏбадулав и дагӏбадулай,3
дагӏбачӏужу,3
дада-бабалъи,3
дадалай,3
дадаэбел,3
даимаб-абадияб,3
даниялъулаб,3
дарай-гӏатӏлас,3
дарай-катан,3
даргияй,3
дару-хер,3
дахӏадада,3
дахӏач,3
дванки-дваргъи,3
дванки-дваргъиялда,3
дванки-двари,3
дваргъиялда,3
дворянка,3
дегелаби,3
дежурная,3
декалитр,3
демобилизация,3
дербентцӏибил,3
джинсал,3
дзюдо,3
дин-ислам,3
дингур,3
дириц,3
добаги-гьанибги,3
добгонияб,3
добгощинаб,3
додинго,3
дорхӏоли,3
драматургия,3
драматурглъи,3
дугу,3
дудутӏ,3
дук,3
дуъдуиялда,3
европияв,3
европияй,3
европиял,3
египтав,3
египтай,3
египтал,3
есауллъи,3
ецарухъан,3
жагадулкьераб,3
жагъаллъи,3
жагьаннам,3
жагьилго,3
жагьилчӏужу,3
жазбу,3
жакъа-метер,3
жакъалъизегӏан,3
жакъаялдаса,3
жаламичӏ,3
жаллатлъи,3
жандарман,3
жанзабил,3
жани-жанибегӏан,3
жаниса-жанибе,3
жансаво,3
жанхер,3
жахӏдачилъи,3
жигьад,3
жинсквеш,3
жовз,3
жонжоло,3
жуба-гъубазаби,3
журналистика,3
журналистлъи,3
завухъ,3
завхозлъи,3
загьру-закъум,3
загьрухӏалаб,3
зазихер,3
зазмахӏаб,3
зазхӏалаб,3
закагӏат-сахӏ,3
закъум,3
залимлъи,3
заналгъудал,3
зангалмачуял,3
занжабил,3
занжияв,3
занжияй,3
занжиял,3
заседательлъи,3
затта,3
звад,3
зваргъ-зваргъи,3
зварх-звархи,3
звархун,3
зенкӏкӏеро,3
зигара-бакъ,3
зигара-цӏа,3
зизкӏва,3
зилхара,3
зин,3
зиначӏужу,3
зиндих,3
зиникӏ,3
зирзирикӏ,3
зиянчӏужу,3
зобалхӏа,3
зонкӏолида,3
зоотехниклъи,3
зоотехникум,3
зубаржад,3
зулмат,3
зулму-хӏал,3
зумзум,3
зунизабизе,3
зурмихъанлъи,3
игитлъи,3
ижтимагӏият,3
икъбалаб,3
икьукьи,3
илбисбутӏ,3
илхъичилъи,3
иман-диналдаса,3
иман-ияхӏ,3
имангури,3
имангьечӏ,3
имгӏачо,3
имеретав,3
имеретай,3
имеретал,3
имеретиялъулаб,3
императорасулаб,3
империялъулаб,3
инвентарияб,3
ингушав,3
индонезиялъулаб,3
индусав,3
инкъилабалъулаб,3
инспекторлъи,3
инспекциялъулаб,3
инструкторлъи,3
инсульт,3
инсухъачилъи,3
инсухъеяв,3
интервенциялъулаб,3
иполитал,3
ирга-нух,3
иргадуллъи,3
иргаялъ,3
иришгъатлъи,3
исаналъагӏан,3
исанаялдаса,3
исиблъи,3
исивут,3
исландия,3
исландиял,3
исландиялъулаб,3
испаниялъулаб,3
исрапаб,3
исраплъи,3
истикълал,3
историклъи,3
италиялъулаб,3
итернационал,3
итниялъ,3
ихванал,3
ихи,3
ихӏсан,3
ицихер,3
иццубетӏер,3
ичал,3
ичӏабизе,3
ичӏгояб,3
ичӏнусго,3
ичӏнусиялда,3
иш-пиша,3
ишкалаб,3
ишкил,3
июналъулаб,3
кабардиялъулаб,3
каву-къоно,3
кагъат-къалам,3
кагъат-хабар,3
кагьанатзаби,3
кагьруманал,3
кагӏкал,3
казахав,3
казахистаналъулаб,3
как-дин,3
как-кӏал,3
каклъи,3
калмыкав,3
калмыкиялъулаб,3
калпатгъуцӏдул,3
ками-тӏокӏлъи,3
канагӏборохь,3
канагӏборхьал,3
канакро,3
канапицӏ,3
канахӏухьдул,3
канчӏцӏахӏил,3
канчӏцӏахӏилаб,3
капек и кепек,3
капек-шагьи,3
каплихер,3
капурчӏужу,3
кар-муч,3
карагьатаб,3
каракалпакав,3
каракалпакиялъулаб,3
караматаб,3
кардиограмма,3
карелав,3
карелиялъулаб,3
карзама,3
карикатуристлъи,3
кармангъур,3
карпит,3
карудул,3
карьеристияб,3
карьеристлъи,3
кассирлъи,3
катизаз,3
катиквачӏ,3
катимихъал,3
катирачӏ,3
кашавурлъи,3
кашишлъи,3
кашпу-карамалъи,3
кванилрукъ,3
квар-гӏарщ,3
квар-кун,3
кваркьи-милъир,3
квасугӏаршаб,3
квачай,3
квачӏхалат,3
квегӏисахун,3
квекӏенаб,3
квергӏел,3
кверхелаби,3
кверщелчилъи,3
кедекаб,3
кекецӏибил,3
кепкикъаб,3
кеплъи,3
керчлъи,3
кибегӏан,3
кибрит,3
кидалъагӏан,3
кидаялдаса,3
кидаялде,3
килдаби,3
килисачагӏи,3
килисаялъулаб,3
кираж,3
кирачилъи,3
кирхана,3
кисебаб,3
китаялъулаб,3
кичир,3
кодохъ,3
кокомигъутӏби,3
колонизаторлъи,3
коммерсантлъи,3
композиторлъи,3
композиция,3
комсомолай,3
конгояв,3
конгояй,3
конгоял,3
конгоялъулаб,3
контрреволюциялъул,3
конфедерациялъулаб,3
кореялъулаб,3
корреспондентлъи,3
кочӏохъанлъи,3
кубаяв,3
кубаял,3
куйкьарач,3
куку,3
кулагьаби,3
кулаказулаб,3
кули-мархьу,3
кулинарлъи,3
кумараб,3
кун-квар,3
купецазулаб,3
курдав,3
курхьен-баргъич,3
курхьен-кӏиликӏ,3
кусачи,3
кутнал,3
куцберцин,3
къавурма,3
къагъдали,3
къад-къад,3
къадалъеял,3
къаданиббарщ,3
къадахъанлъи,3
къадго,3
къадежо,3
къаденахъе,3
къайсар,3
къакъа-шашазе,3
къали-рикьи,3
къаличехь,3
къамишхӏалаб,3
къамуштӏи,3
къансмагъалу,3
къап,3
къарабахьин,3
къарабуз,3
къаркъуш,3
къарунго,3
къас,3
къасабчилъи,3
къасилъи-къадлъи,3
къацӏипа,3
къачи,3
къвакӏулди,3
къваригӏелгьечӏ,3
къваркьан,3
къватӏасохцер,3
къватӏиракь,3
къватӏисахун,3
къвахьи,3
къвачӏа-таргьа,3
къвикъви,3
къебелтӏимитӏ,3
къехь-метел,3
къецен,3
къибтӏал,3
къибтӏияв,3
къибтӏияй,3
къивукъ,3
къиматгьечӏ,3
къинкӏуч,3
къир,3
къиралай,3
къиямат,3
къо-къо,3
къокъидаго,3
къокълъи,3
къолохъанлъи,3
къолъикӏ,3
къоркъоберал,3
къоркъокӏал,3
къоролруччаби,3
къохьобер,3
къубрусав,3
къубрусай,3
къубрусал,3
къудкул,3
къулиберцин,3
къунщбихалат,3
къурайшиял,3
къурбанкъо,3
къурбанмоцӏ,3
къуркъби,3
къутӏулаб,3
къуцӏ,3
къучӏби,3
кьавудулкьераб,3
кьагӏритӏегь,3
кьагӏрихер,3
кьалал,3
кьвагьдохъанлъи,3
кьвар-кьвари,3
кьватӏизабизе,3
кьвах-кьвахиялда,3
кьегӏер-гӏи,3
кьеккентӏам,3
кьер-куц,3
кьерукъ,3
кьерхадго,3
кьерхаде,3
кьерциса,3
кьибилбицаткъукӏ,3
кьиларгъу,3
кьили-матахӏ,3
кьилигӏадаб,3
кьимагӏу,3
кьимало,3
кьимгӏад,3
кьимгӏаро,3
кьинкь,3
кьичӏчӏи,3
кьищни-къул,3
кьищни-чороклъи,3
кьолохъанлъи,3
кьонкьра,3
кьугӏра,3
кьурдабигъ,3
кьурдухъанлъи,3
кьурса,3
кьурумухъ,3
кьурухер,3
кӏакӏаля,3
кӏалбегӏер,3
кӏалберцин,3
кӏалбиччанкъо,3
кӏалбиччанкъоялъ,3
кӏалбухӏ,3
кӏалкӏодо,3
кӏалпасихӏ,3
кӏалцӏород,3
кӏалцӏукъаб,3
кӏалчорок,3
кӏанкӏасал,3
кӏанлъал,3
кӏар-кӏариялда,3
кӏаркьенбагӏар,3
кӏартӏуп,3
кӏас-кӏасиялда,3
кӏаттали,3
кӏатӏули,3
кӏелдаби,3
кӏенвер,3
кӏерекӏ,3
кӏеродухъанлъи,3
кӏертӏ,3
кӏиазаралда,3
кӏибекад,3
кӏибикьизабизе,3
кӏибикӏизабизе,3
кӏигьарурал,3
кӏигьумерай,3
кӏигьумерал,3
кӏикъоабилеб,3
кӏикӏвекь,3
кӏикӏимичу,3
кӏиликӏхер,3
кӏилъилав,3
кӏилъилал,3
кӏинкӏизе,3
кӏинусабилеб,3
кӏиригьил,3
кӏитӏала,3
кӏитӏи-кӏватӏи,3
кӏицӏулго,3
кӏицӏулгосеб,3
кӏичӏи,3
кӏкӏал-мохъ,3
кӏкӏаламохъ,3
кӏкӏарабечӏчӏ,3
кӏкӏвадарухъанлъи,3
кӏкӏведекӏкӏ,3
кӏкӏвел-кӏкӏвелал,3
кӏкӏуй-кӏуч,3
кӏобокӏахъдизаби,3
кӏобокӏи,3
кӏовухъе,3
кӏодо-кӏодо,3
кӏодохвад,3
кӏочӏопер,3
кӏудиявчи,3
кӏудияйчӏужу,3
кӏулкӏули,3
кӏурукӏлъи,3
кӏус-кӏусиялда,3
кӏусурлъи,3
кӏутӏбибагӏар,3
кӏутӏбитӏерен,3
кӏутӏбузулал,3
кӏутӏун,3
кӏуччули,3
лаборантлъи,3
лага-гӏучӏ,3
лага-щват,3
лагаба,3
лагълъи-хӏели,3
лагӏи,3
лазав,3
лайикъго,3
ламарт,3
ламус,3
ламщо,3
латвиялъулаб,3
латинав,3
латинай,3
латинал,3
лезе,3
лекторлъи,3
ленчӏленчӏгъветӏ,3
либераллъи,3
линотипистлъи,3
лифтёрлъи,3
лума,3
луълуъ,3
лъаб-лъабккун,3
лъабазарго,3
лъаббетӏераб,3
лъаббокӏонаб,3
лъабгъатаб,3
лъабкъоабилеб,3
лъабмоцӏил,3
лъабчӏван,3
лъагӏа-лъагӏалие,3
лъадалаб,3
лъадири,3
лъаледухъ,3
лъалъадухъанлъи,3
лъалъен,3
лъачи,3
лъеберабилеб,3
лъеде-гъедераб,3
лъелъерлъи,3
лъикӏлъизаби,3
лъимал-чагӏи,3
лъимбуркътӏегь,3
лъичӏирма,3
лълъел,3
лълъелтӏамах,3
лълъелхер,3
лълъетӏахъанлъи,3
лълъонани,3
лъобаб,3
лъобго,3
лъодинаб,3
лъолъеху,3
лъорпихъ,3
лъотӏир,3
лъугь,3
лъункари,3
лъутанхъи,3
лъухъа-рухъазе,3
лётчиклъи,3
магъизаз,3
магӏамучари,3
мада-кӏачар,3
мадараб,3
мадера,3
мажбикьлъи,3
мажуслъи,3
майонез,3
макру-хӏилла,3
макъан-къоно,3
макъаркурак,3
макърагӏин,3
макъсума,3
макьугьечӏ,3
мал-мулк,3
малакулмавт,3
малаяв,3
малаяй,3
малдин,3
малихӏокилищ,3
манданидарай,3
марга,3
маргъалдахӏа,3
маринад,3
марияв,3
марияй,3
мариял,3
мариямтӏегь,3
марксизм-ленинизм,3
марксистияб,3
маркь,3
мармаргьецӏо,3
марша,3
маршаласулаб,3
маслахӏат-сулхӏ,3
маслахӏатаб,3
маслахӏатчилъи,3
маслигӏатчилъи,3
мастерлъи,3
масхара-гап,3
масхара-хочӏ,3
матахӏ-кӏач,3
математиклъи,3
матрослъи,3
матӏатӏи,3
матӏахӏ,3
махла,3
махмаралъул,3
махсара-гап,3
махсарахӏалаб,3
маххрекӏин,3
маххул,3
маххщаликъаб,3
махьла,3
махьулухь,3
махӏ-кӏач,3
махӏал-чара,3
махӏахӏи,3
махӏигӏа,3
махӏиду,3
махӏидул,3
махӏитӏегь,3
махӏу-квара,3
махӏу-квачӏ,3
махӏутӏил,3
мацари,3
мацӏ-цӏар,3
мацӏбухӏ,3
мачахӏи,3
мачу-чарухъ,3
мачу-черек,3
мачӏикьаго,3
мачӏлъи,3
машиначилъи,3
машинчакар,3
маълаъ,3
маълаъхер,3
маъма,3
мегежкӏодо,3
мегежхалат,3
мегежчӏегӏер,3
мегӏеркӏодо,3
мелхӏу,3
мергу-тӏала,3
металлистлъи,3
металлурглъи,3
метерго,3
метериса,3
методистлъи,3
метрополитен,3
мех-мех,3
механизаторлъи,3
механиклъи,3
мехтиялъ,3
миз-миздизе,3
мизмиз,3
миккищурмал,3
микробиология,3
микь-микь,3
микь-микьккун,3
микьгъатаб,3
милатчилъи,3
милиционерлъи,3
милъиде,3
мими-чӏичӏи,3
мимич,3
мина-киса,3
мина-минатӏавус,3
мина-руссен,3
министрлъи,3
мирзачилъи,3
мискинбазар,3
мискинхалкъ,3
мискинчӏужу,3
митӏ,3
михъалкӏодо,3
михъбагӏар,3
мицӏикӏал,3
мия,3
могьоргояб,3
мокъокъихер,3
молдавиялъулаб,3
монголав,3
монголиялъулаб,3
монтёрлъи,3
мордовияв,3
мордовияй,3
мордовиялъулаб,3
москваялъулав,3
москваялъулай,3
москваялъулал,3
мотористлъи,3
мохрочалаби,3
моцӏбихьи,3
моцӏи-моцӏие,3
моцӏидасан,3
моцӏкквей,3
моцӏрещалъи,3
моцӏцӏилъи,3
мочолкьераб,3
мочӏахараб,3
мугъбитӏ,3
мугӏрул-карачалаби,3
мугӏрул-щобал,3
мукагӏат,3
мукъурберцин,3
мукьрамахӏал,3
мунагь-хатӏа,3
мунпагӏалъи,3
мурцӏи,3
мусават,3
мусру-харж,3
мутагӏиллъи,3
мухь-чехь,3
мухӏарам,3
муцакъахьал,3
муцӏихӏалаб,3
мучаригъаран,3
мучахараб,3
муъминчи,3
муъминчи и муъминчӏужу,3
навигаторлъи,3
наводчиклъи,3
нагагь-надирлъи,3
надир,3
найицӏибил,3
накъит-къоно,3
накъитчӏужу,3
накъиш-расен,3
накъишмахӏаб,3
накъишчӏужу,3
налъи-ракъи,3
намус-нич,3
нана,3
наникӏаби,3
нартикъаб,3
наслудукъаб,3
натрий,3
натуралистлъи,3
нахтӏатӏех,3
нахукълъи,3
нахулърахъадал,3
нахъагӏакълу,3
нахъасахун,3
нахълъи,3
нахъчӏвай,3
нахӏу,3
нахӏукӏла,3
нацӏ-чӏетӏ,3
нацӏихер,3
нецамахӏаб,3
нечадго,3
нигагьлъун,3
низамгьечӏолъи,3
никахӏ,3
никелин,3
никӏалайил,3
никӏкӏмахӏаб,3
нилъ-квартӏа,3
нисдакъаб,3
нистӏурияв,3
нистӏурияй,3
нистӏуриял,3
нису-нах,3
нисунах,3
нисуриди,3
нисухӏалаб,3
нихдакъаб,3
нихьвахер,3
ничгьечӏолъи,3
нишадур,3
новаторлъи,3
ногъаяв,3
ногъаяй,3
ногъаял,3
нодохъахӏ,3
нолалъулаб,3
норвегиялъулаб,3
нормировщиклъи,3
нотариуслъи,3
нохъо-къед,3
ноцӏмахӏаб,3
нужум,3
нужумгӏелму,3
нус-нус,3
нусазарго,3
нуслъи,3
нусрат,3
нухбитӏи,3
нухлулал,3
нухтӏадулав,3
нухтӏадулав и нухтӏадулай,3
нухтӏадулай,3
нуцалай,3
нуцаллъи,3
нуцияв,3
нуцияй,3
нуциял,3
обскурантизм,3
одонтология,3
океанография,3
океанологлъи,3
окулистлъи,3
олеандр,3
ом,3
омега,3
омонимия,3
онкологлъи,3
ономастика,3
операторлъи,3
оппортунизмалъулаб,3
ораторлъи,3
оргтехника,3
орда,3
орденалъулаб,3
ординарецлъи,3
ординаторлъи,3
орнитология,3
орнитологлъи,3
осетинав,3
осетинай,3
осетиялъулаб,3
острит,3
отоларингология,3
отоларингологлъи,3
официанткалъи,3
официантлъи,3
оц-гӏака,3
очан,3
пагьлалъи,3
падарав,3
падарай,3
пакъру,3
палахин,3
палеография,3
палестинав,3
палестинай,3
палестинаялъулаб,3
палтар,3
пандрихъанлъи,3
панзийжо,3
панкъ-чед,3
пантеизм,3
папуасав,3
паразитология,3
паранг,3
парангав,3
парангай,3
парангал,3
параноя,3
парантик,3
паратиф,3
парафраза,3
парашютистлъи,3
парисав,3
парисай,3
парпади,3
парта-магӏал,3
партал-кун,3
партал-хьит,3
партиялъулаблъи,3
партӏ,3
пасикълъи,3
пастӏанчилъи,3
патихӏа,3
патрат,3
патронлъи,3
патхӏу,3
пахь-махх,3
пахьукьераб,3
педиатрия,3
пенсионерлъи,3
пер-хер,3
перхӏалаб,3
песокчакар,3
пессимизм,3
петерхӏакъ,3
пианистлъи,3
пилпилун,3
пини,3
пинтах,3
пиринчӏхӏалаб,3
пиркачиклъи,3
питна-хӏур,3
питнадулав и питнадулай,3
питнадулай,3
питнахӏалаб,3
питри,3
пихъикъаб,3
пихъикълъи,3
пицӏцӏикълъи,3
пиша-иш,3
пишадулав,3
пишачилъи,3
планеризм,3
плеврит,3
политиклъи,3
политэкономияб,3
полякав,3
помещиклъи,3
помощниклъи,3
поркӏо,3
порокъаб,3
португалав,3
португалай,3
португалал,3
португалиялъулаб,3
поэтлъи,3
православие,3
практикантлъи,3
премьер-министрлъи,3
премьерлъи,3
принципиалияблъи,3
приёмщиклъи,3
провокаторлъи,3
проектировщиклъи,3
прожектористлъи,3
прозаиклъи,3
прокатчиклъи,3
прокурорлъиялъулаб,3
промышленносталъулаб,3
протестантство,3
профорглъи,3
психологлъи,3
публицистикаялъулаб,3
публицистлъи,3
пукъараал,3
пулемётчилъи,3
пулуша,3
пундукъ,3
пурсал,3
пурхан,3
пурщумукъ,3
путал,3
рагъ-муч,3
рагӏи-цӏа,3
рагӏукълъи,3
радакьмех,3
радалиса,3
радалмех,3
радиациялъулаб,3
радикализм,3
радиожурналистлъи,3
радиотехниклъи,3
рази-ракилъи,3
ракетчиклъи,3
ракукъаб,3
ракхӏалаб,3
ракъи-къварилъи,3
ракъикезе,3
ракълидалъун,3
ракьа-ракьанда,3
ракьамахӏлъи,3
ракьгьобогь,3
ракьугӏеч,3
ракьумухъ,3
ракьхӏалаб,3
ракьцояй,3
ракьцоял,3
ракӏ-хӏал,3
ралъдахъанлъи,3
рапиристлъи,3
рас-мучхӏалаб,3
рас-расккун,3
расандухъанлъи,3
расбагӏар,3
расжубай,3
расму,3
расукълъи,3
расуллъи,3
рахимахӏаб,3
рахчу-къапу,3
рахьбиччай,3
рахьдакъ,3
рахьи-бакъи,3
рахькьибил,3
рахӏат-парахалъи,3
рахӏман,3
рахӏмат-цӏоб,3
рахӏмучӏужу,3
рационализаторлъи,3
реакционерлъи,3
реваншизм,3
реваншистлъи,3
ревизионистлъи,3
ревлюционерлъи,3
регистраторлъи,3
регь,3
режималъулаб,3
рекордсменлъи,3
рекъ,3
рекълъи,3
рекъщванкӏ,3
рекьарулъ,3
рекӏелбащалъи,3
релъарухъанлъи,3
релъедамех,3
ремонтниклъи,3
ренесанс,3
рентгенология,3
реперация,3
реставраторлъи,3
реформаторлъи,3
рецаби,3
рецарухъаби,3
реци,3
рецц-как,3
речӏчӏухъанлъи,3
рещтӏанида,3
риба,3
рижаликъ,3
рижулежал,3
рикӏкӏалъизабизе,3
рилълъинберцин,3
римлянав,3
римлянай,3
римлянал,3
ричалитӏа,3
ричӏи,3
рищни-кьущ,3
рищни-щвайи,3
рищтӏи,3
рогьалилъго,3
рокъоб-къватӏиб,3
рокьукълъи,3
ролъукъаб,3
ролъукълъи,3
романистлъи,3
рортунчагӏи,3
россолжо,3
рохчехь,3
рохъдокьер,3
рохьикълъи,3
роцӏен-кьерхен,3
роцӏцӏокъвачӏа,3
роцӏцӏомахӏ,3
рочченхӏалаб,3
роччомахӏ,3
ругьдал,3
рузилрагӏад,3
рукну-шартӏ,3
рукъ-къоно,3
рукъ-свери,3
рукӏкӏби,3
румай,3
румынав,3
румыниялъулаб,3
русснал,3
русулал,3
рухьенрагӏаби,3
рухӏани,3
рухӏанияй,3
рухӏдакълъи,3
рухӏулкъуддус,3
рухӏуллагь,3
саман,3
сандалагъач,3
санитаркалъи,3
санитарлъи,3
саният,3
санкъ,3
сантехникияб,3
сапалжо,3
сардал-къоял,3
сардахъан,3
саскъотӏараб,3
сахӏилбащдаб,3
сахӏихӏаб,3
свак-мак,3
свакай-захӏмат,3
сван,3
сварщиклъи,3
свастика,3
сверел-тирел,3
сверизаби,3
сезам,3
сейсмография,3
сейсмология,3
секретарь-машинисткалъи,3
секьи,3
селекционерлъи,3
селёдка,3
семасиология,3
сен,3
сентиментализм,3
сенхеро,3
сепаратистлъи,3
сербав,3
сербиялъулаб,3
сержантлъи,3
сибирилал,3
сигъа,3
сижин,3
симсимун,3
сингармонизм,3
синквалъи,3
синкъи,3
синоптика,3
синоптиклъи,3
